dropout_p,sequence_id,true_class,snr_quality,obs_ratio,gap_length,est_range,est_velocity,kin_residual,energy_residual,r_uncertainty,v_uncertainty,oracle_step,oracle_objective,oracle_pred,oracle_correct,oracle_latency_ms,J_5steps,f1_pred_5steps,miss_mse_5steps,kin_res_5steps,J_10steps,f1_pred_10steps,miss_mse_10steps,kin_res_10steps,J_20steps,f1_pred_20steps,miss_mse_20steps,kin_res_20steps,J_50steps,f1_pred_50steps,miss_mse_50steps,kin_res_50steps
0.500000,39,Empty,0.000000,0.625000,0.075000,0.499370,0.002504,0.003314,0.003854,0.000052,0.002900,5,0.011668,Empty,1,59.420970,0.011668,Empty,1.040875,0.027574,0.021606,Empty,1.031156,0.024992,0.041604,Empty,1.031139,0.025040,0.101605,Empty,1.031719,0.025083
0.500000,40,Vehicle,0.000000,0.250000,0.187500,0.499476,0.004929,0.011348,0.003664,0.000179,0.003725,10,1.581132,Cyclist,0,41.145840,1.585322,Pedestrian,1.163480,0.094419,1.581132,Cyclist,1.149265,0.093015,1.601632,Cyclist,1.150983,0.092992,1.661486,Cyclist,1.152113,0.092994
0.500000,41,Empty,0.000000,0.562500,0.109375,0.499357,0.002940,0.003170,0.002668,0.000029,0.002843,5,0.011584,Empty,1,59.420970,0.011584,Empty,1.042387,0.026376,0.021574,Empty,1.032736,0.026866,0.041571,Empty,1.033532,0.026918,0.101572,Empty,1.034229,0.026908
0.500000,42,Vehicle,0.000000,0.437500,0.112500,0.499518,0.003625,0.012476,0.002495,0.000188,0.003276,10,1.577066,Cyclist,0,41.145840,1.586856,Pedestrian,1.131788,0.103803,1.577066,Cyclist,1.120379,0.100981,1.597531,Cyclist,1.122737,0.100864,1.657369,Cyclist,1.124290,0.100864
0.500000,43,Empty,0.000000,0.437500,0.187500,0.499377,0.003640,0.004026,0.002467,0.000043,0.002794,5,1.422579,Cyclist,0,59.420970,1.422579,Cyclist,1.067105,0.033500,1.457128,Cyclist,1.056458,0.032005,1.474151,Cyclist,1.056709,0.031902,1.534170,Cyclist,1.057235,0.031966
0.500000,44,Vehicle,0.000000,0.375000,0.125000,0.499517,0.004044,0.011145,0.004216,0.000182,0.003339,5,1.617509,Pedestrian,0,59.420970,1.617509,Pedestrian,1.118838,0.092729,1.624291,Cyclist,1.110861,0.093380,1.647038,Cyclist,1.113439,0.093537,1.707870,Cyclist,1.115066,0.093583
0.500000,45,Cyclist,0.000000,0.375000,0.156250,0.499495,0.004620,0.011433,0.005413,0.000197,0.004218,10,1.257286,Cyclist,1,41.145840,1.287158,Pedestrian,1.154680,0.095124,1.257286,Cyclist,1.135621,0.090978,1.276934,Cyclist,1.136622,0.090999,1.337483,Cyclist,1.137550,0.090997
0.500000,46,Cyclist,0.000000,0.437500,0.112500,0.499475,0.004314,0.007567,0.004843,0.000134,0.004035,10,1.288537,Cyclist,1,41.145840,1.323551,Pedestrian,1.125516,0.062957,1.288537,Cyclist,1.109851,0.061175,1.308641,Cyclist,1.111076,0.061255,1.368984,Cyclist,1.112233,0.061337
0.500000,47,Pedestrian,0.000000,0.312500,0.171875,0.499462,0.004542,0.008595,0.004167,0.000130,0.003313,5,1.164783,Pedestrian,1,59.420970,1.164783,Pedestrian,1.177264,0.071509,1.201325,Pedestrian,1.166587,0.071082,1.222263,Pedestrian,1.167198,0.071145,1.283016,Pedestrian,1.167839,0.071242
0.500000,48,Empty,0.000000,0.375000,0.104167,0.499385,0.006199,0.009983,0.005266,0.000161,0.005383,5,1.486440,Pedestrian,0,59.420970,1.486440,Pedestrian,1.152585,0.083058,1.496593,Cyclist,1.155788,0.081718,1.515866,Cyclist,1.156522,0.081721,1.575461,Cyclist,1.156890,0.081711
0.500000,49,Vehicle,0.000000,0.500000,0.125000,0.499525,0.003961,0.009958,0.006077,0.000170,0.004086,10,1.603309,Cyclist,0,41.145840,1.615387,Pedestrian,1.158695,0.082853,1.603309,Cyclist,1.147208,0.080114,1.622928,Cyclist,1.149140,0.080343,1.682835,Cyclist,1.150515,0.080363
0.500000,50,Empty,0.000000,0.500000,0.125000,0.499370,0.003431,0.004084,0.003234,0.000033,0.002870,5,0.011634,Empty,1,59.420970,0.011634,Empty,1.042302,0.033981,0.021609,Empty,1.034854,0.033301,0.041605,Empty,1.035498,0.033198,0.101606,Empty,1.036136,0.033223
0.500000,51,Vehicle,0.000000,0.500000,0.125000,0.499589,0.003632,0.012431,0.005229,0.000234,0.003527,10,1.628875,Cyclist,0,41.145840,1.631607,Pedestrian,1.155015,0.103427,1.628875,Cyclist,1.136890,0.102752,1.650142,Cyclist,1.137617,0.102860,1.710150,Cyclist,1.138553,0.102899
0.500000,52,Pedestrian,0.000000,0.562500,0.145833,0.499561,0.003297,0.008613,0.003945,0.000160,0.003627,5,0.014905,Pedestrian,1,59.420970,0.014905,Pedestrian,1.139648,0.071661,0.024845,Pedestrian,1.110904,0.070874,0.044843,Pedestrian,1.112072,0.070485,0.104843,Pedestrian,1.112992,0.070498
0.500000,53,Vehicle,0.000000,0.437500,0.140625,0.499529,0.003957,0.010030,0.002795,0.000190,0.003464,10,1.574291,Cyclist,0,41.145840,1.574641,Pedestrian,1.125525,0.083449,1.574291,Cyclist,1.116217,0.085410,1.592799,Cyclist,1.118658,0.085183,1.652752,Cyclist,1.120247,0.085188
0.500000,54,Empty,0.000000,0.312500,0.171875,0.499371,0.004333,0.004567,0.002780,0.000031,0.002691,5,1.427937,Pedestrian,0,59.420970,1.427937,Pedestrian,1.065656,0.038001,1.454868,Cyclist,1.056646,0.036987,1.474748,Cyclist,1.056843,0.037356,1.534730,Cyclist,1.057387,0.037397
0.500000,55,Cyclist,0.000000,0.375000,0.125000,0.499502,0.004016,0.011207,0.003636,0.000165,0.002852,5,0.015667,Cyclist,1,59.420970,0.015667,Cyclist,1.145936,0.093241,0.025649,Cyclist,1.129602,0.093387,0.045648,Cyclist,1.130030,0.093347,0.105649,Cyclist,1.130691,0.093351
0.500000,56,Vehicle,0.000000,0.437500,0.140625,0.499517,0.004022,0.010021,0.002947,0.000176,0.003865,5,1.585436,Pedestrian,0,59.420970,1.585436,Pedestrian,1.148611,0.083375,1.594100,Cyclist,1.137981,0.079902,1.614210,Cyclist,1.140102,0.079922,1.673903,Cyclist,1.141512,0.079944
0.500000,57,Cyclist,0.000000,0.812500,0.062500,0.499660,0.002175,0.009849,0.004243,0.000161,0.002815,5,0.013122,Cyclist,1,59.420970,0.013122,Cyclist,1.132102,0.081941,0.023097,Cyclist,1.121037,0.080989,0.043111,Cyclist,1.121410,0.081389,0.103112,Cyclist,1.122053,0.081420
0.500000,58,Pedestrian,0.000000,0.687500,0.078125,0.499584,0.002396,0.008121,0.005820,0.000147,0.003004,5,0.012508,Pedestrian,1,59.420970,0.012508,Pedestrian,1.075063,0.067567,0.022364,Pedestrian,1.045286,0.062562,0.042380,Pedestrian,1.046097,0.063024,0.102382,Pedestrian,1.047168,0.063096
0.500000,59,Pedestrian,0.000000,0.500000,0.125000,0.499490,0.003466,0.008232,0.005183,0.000128,0.002804,5,0.170425,Pedestrian,1,59.420970,0.170425,Pedestrian,1.132326,0.068487,0.180409,Pedestrian,1.112620,0.066155,0.200407,Pedestrian,1.113926,0.066006,0.260408,Pedestrian,1.115024,0.066045
0.500000,60,Pedestrian,0.000000,0.750000,0.062500,0.499576,0.002130,0.007625,0.006574,0.000135,0.002659,5,1.178231,Pedestrian,1,59.420970,1.178231,Pedestrian,1.087364,0.063442,1.193076,Pedestrian,1.063004,0.057128,1.209717,Pedestrian,1.061920,0.058850,1.270301,Pedestrian,1.062762,0.058876
0.500000,61,Vehicle,0.000000,0.687500,0.104167,0.499628,0.002926,0.009103,0.002725,0.000176,0.003522,5,0.025940,Vehicle,1,59.420970,0.025940,Vehicle,1.111342,0.075738,0.035839,Vehicle,1.106136,0.073628,0.055836,Vehicle,1.108480,0.073549,0.115834,Vehicle,1.110019,0.073469
0.500000,62,Pedestrian,0.000000,0.562500,0.109375,0.499526,0.003118,0.007460,0.003862,0.000136,0.003200,5,1.150576,Pedestrian,1,59.420970,1.150576,Pedestrian,1.125502,0.062064,1.177859,Pedestrian,1.101846,0.059016,1.197765,Pedestrian,1.102244,0.059536,1.258032,Pedestrian,1.103055,0.059521
0.500000,63,Pedestrian,0.000000,0.562500,0.109375,0.499582,0.003501,0.009290,0.004759,0.000171,0.003664,5,0.014960,Pedestrian,1,59.420970,0.014960,Pedestrian,1.117529,0.077294,0.024921,Pedestrian,1.098819,0.076500,0.044926,Pedestrian,1.100071,0.076583,0.104928,Pedestrian,1.101075,0.076601
0.500000,64,Cyclist,0.000000,0.437500,0.140625,0.499497,0.003926,0.007546,0.003157,0.000155,0.003167,10,1.267188,Cyclist,1,41.145840,1.290772,Pedestrian,1.137708,0.062787,1.267188,Cyclist,1.116725,0.060180,1.286722,Cyclist,1.117511,0.060031,1.346982,Cyclist,1.118400,0.060049
0.500000,65,Pedestrian,0.000000,0.375000,0.156250,0.499482,0.003863,0.008196,0.005073,0.000145,0.003055,5,1.270113,Pedestrian,1,59.420970,1.270113,Pedestrian,1.162412,0.068194,1.316774,Cyclist,1.141117,0.064461,1.336179,Cyclist,1.141889,0.064401,1.395859,Cyclist,1.142659,0.064471
0.500000,66,Vehicle,0.000000,0.437500,0.140625,0.499550,0.003869,0.012854,0.003618,0.000207,0.003526,5,1.591529,Pedestrian,0,59.420970,1.591529,Pedestrian,1.157605,0.106946,1.628256,Cyclist,1.141860,0.105444,1.650561,Cyclist,1.142652,0.105438,1.711850,Cyclist,1.143422,0.105433
0.500000,67,Pedestrian,0.000000,0.500000,0.100000,0.499515,0.003303,0.008614,0.006394,0.000144,0.003151,5,1.165709,Pedestrian,1,59.420970,1.165709,Pedestrian,1.111138,0.071671,1.195930,Pedestrian,1.092089,0.069288,1.215078,Pedestrian,1.093106,0.069591,1.275138,Pedestrian,1.094271,0.069693
0.500000,68,Pedestrian,0.000000,0.437500,0.140625,0.499505,0.004529,0.009048,0.005183,0.000166,0.004315,5,1.263554,Pedestrian,1,59.420970,1.263554,Pedestrian,1.143426,0.075282,1.302558,Cyclist,1.124164,0.071931,1.322572,Cyclist,1.125007,0.071793,1.382169,Cyclist,1.125889,0.071881
0.500000,69,Pedestrian,0.000000,0.312500,0.137500,0.499369,0.005220,0.006591,0.003714,0.000075,0.003374,5,2.424616,Vehicle,0,59.420970,2.424616,Vehicle,1.181983,0.054836,2.434569,Vehicle,1.179007,0.054371,2.454570,Vehicle,1.179583,0.054302,2.514570,Vehicle,1.179866,0.054251
0.500000,70,Pedestrian,0.000000,0.562500,0.087500,0.499551,0.003192,0.010877,0.005723,0.000166,0.003438,5,1.167207,Pedestrian,1,59.420970,1.167207,Pedestrian,1.106188,0.090495,1.184555,Pedestrian,1.081109,0.086263,1.199205,Pedestrian,1.081733,0.086213,1.258682,Pedestrian,1.082868,0.086291
0.500000,71,Pedestrian,0.000000,0.312500,0.343750,0.499467,0.004336,0.006121,0.002845,0.000127,0.002205,5,0.012640,Pedestrian,1,59.420970,0.012640,Pedestrian,1.183876,0.050925,0.022599,Pedestrian,1.166108,0.049387,0.042599,Pedestrian,1.166451,0.049370,0.102599,Pedestrian,1.166906,0.049373
0.500000,72,Cyclist,0.000000,0.500000,0.125000,0.499536,0.004214,0.011564,0.003751,0.000184,0.004685,5,0.013209,Cyclist,1,59.420970,0.013209,Cyclist,1.135861,0.096213,0.023122,Cyclist,1.116153,0.093398,0.043117,Cyclist,1.116974,0.093160,0.103118,Cyclist,1.117919,0.093142
0.500000,73,Pedestrian,0.000000,0.500000,0.125000,0.499517,0.003585,0.007635,0.005039,0.000140,0.003442,5,1.155225,Pedestrian,1,59.420970,1.155225,Pedestrian,1.139280,0.063524,1.180768,Pedestrian,1.114815,0.060264,1.196237,Pedestrian,1.115360,0.060346,1.256776,Pedestrian,1.116280,0.060412
0.500000,74,Vehicle,0.000000,0.562500,0.072917,0.499582,0.003754,0.019409,0.006752,0.000243,0.004076,10,1.587715,Cyclist,0,41.145840,1.594258,Cyclist,1.108177,0.161479,1.587715,Cyclist,1.098951,0.158971,1.608704,Cyclist,1.100925,0.159078,1.668863,Cyclist,1.102424,0.159164
