dropout_p,sequence_id,true_class,obs_ratio,gap_length,r_uncertainty,v_uncertainty,kin_residual,acc_residual,energy_residual,snr_quality,est_range,est_velocity,oracle_lambda,oracle_J,oracle_l_perc,oracle_l_recon,oracle_l_phys,oracle_kin_res,oracle_r_mae,oracle_v_mae,oracle_pred,oracle_correct,fixed_lambda,fixed_J,fixed_l_perc,fixed_l_recon,fixed_l_phys,fixed_kin_res,fixed_r_mae,fixed_v_mae,fixed_pred,fixed_correct,J_lambda_0.0000,J_lambda_0.0025,J_lambda_0.0050,J_lambda_0.0100,J_lambda_0.0200,J_lambda_0.0500
0.400000,62,Pedestrian,0.625000,0.075000,0.000118,0.003043,0.007545,0.055611,0.005451,0.000000,0.499527,0.002674,0.000000,1.437987,1.168576,1.072541,0.005105,0.062777,0.021306,0.032392,Pedestrian,1,0.010000,1.438002,1.168591,1.072539,0.005105,0.062773,0.021305,0.032392,Pedestrian,1,1.437987,1.437990,1.438002,1.438002,1.438004,1.438029
0.400000,63,Pedestrian,0.750000,0.062500,0.000133,0.002892,0.008666,0.052387,0.006676,0.000000,0.499605,0.002491,0.050000,0.273054,0.003261,1.073161,0.006011,0.072082,0.022346,0.030644,Pedestrian,1,0.010000,0.273061,0.003261,1.073186,0.006013,0.072097,0.022346,0.030644,Pedestrian,1,0.273063,0.273062,0.273062,0.273061,0.273059,0.273054
0.400000,64,Cyclist,0.562500,0.109375,0.000153,0.003433,0.007355,0.048051,0.003183,0.000000,0.499539,0.003328,0.005000,0.280470,0.000845,1.113394,0.005109,0.061191,0.030456,0.073181,Cyclist,1,0.010000,0.280470,0.000845,1.113395,0.005109,0.061191,0.030456,0.073181,Cyclist,1,0.280470,0.280470,0.280470,0.280470,0.280471,0.280471
0.400000,65,Pedestrian,0.562500,0.109375,0.000137,0.003289,0.008381,0.045815,0.005044,0.000000,0.499526,0.003195,0.050000,0.280115,0.001597,1.108458,0.005614,0.069725,0.026279,0.033001,Pedestrian,1,0.010000,0.280118,0.001597,1.108467,0.005615,0.069732,0.026279,0.033001,Pedestrian,1,0.280118,0.280118,0.280118,0.280118,0.280117,0.280115
0.400000,66,Vehicle,0.750000,0.083333,0.000195,0.002882,0.009827,0.042565,0.004087,0.000000,0.499698,0.002459,0.050000,0.309764,0.028817,1.116114,0.007673,0.081755,0.041566,0.072664,Vehicle,1,0.010000,0.309771,0.028817,1.116141,0.007674,0.081763,0.041567,0.072665,Vehicle,1,0.309773,0.309772,0.309772,0.309771,0.309769,0.309764
0.400000,67,Pedestrian,0.687500,0.078125,0.000128,0.003074,0.007633,0.054529,0.004658,0.000000,0.499566,0.002674,0.050000,0.263814,0.001239,1.045001,0.005300,0.063497,0.029865,0.034442,Pedestrian,1,0.010000,0.263816,0.001239,1.045008,0.005300,0.063500,0.029865,0.034442,Pedestrian,1,0.263816,0.263816,0.263816,0.263816,0.263815,0.263814
0.400000,68,Pedestrian,0.625000,0.093750,0.000175,0.004264,0.008086,0.056650,0.005558,0.000000,0.499589,0.004018,0.050000,0.272914,0.001884,1.077314,0.006810,0.067265,0.045085,0.045569,Pedestrian,1,0.010000,0.272916,0.001884,1.077318,0.006810,0.067269,0.045085,0.045570,Pedestrian,1,0.272916,0.272916,0.272915,0.272916,0.272915,0.272914
0.400000,69,Pedestrian,0.625000,0.125000,0.000213,0.005495,0.013043,0.068677,0.007457,0.000000,0.499313,0.005130,0.050000,2.710749,2.413503,1.173853,0.015131,0.108516,0.009222,0.881828,Vehicle,0,0.010000,2.710749,2.413503,1.173855,0.015132,0.108518,0.009222,0.881829,Vehicle,0,2.710750,2.710750,2.710750,2.710749,2.710749,2.710749
0.400000,70,Pedestrian,0.625000,0.125000,0.000166,0.003524,0.009796,0.042561,0.005961,0.000000,0.499569,0.003216,0.050000,0.285269,0.001481,1.128825,0.006325,0.081485,0.016877,0.031032,Pedestrian,1,0.010000,0.285273,0.001481,1.128840,0.006327,0.081501,0.016877,0.031032,Pedestrian,1,0.285274,0.285274,0.285273,0.285273,0.285272,0.285269
0.400000,71,Pedestrian,0.500000,0.100000,0.000155,0.002901,0.008751,0.047629,0.005461,0.000000,0.499535,0.003295,0.050000,0.278912,0.001935,1.101850,0.006059,0.072798,0.023584,0.030589,Pedestrian,1,0.010000,0.278913,0.001935,1.101854,0.006059,0.072802,0.023584,0.030590,Pedestrian,1,0.278914,0.278914,0.278913,0.278913,0.278913,0.278912
0.400000,72,Cyclist,0.625000,0.075000,0.000174,0.004188,0.011097,0.072401,0.009497,0.000000,0.499582,0.003628,0.050000,0.282108,0.000894,1.114720,0.010138,0.092303,0.035516,0.044635,Cyclist,1,0.010000,0.282112,0.000894,1.114731,0.010140,0.092318,0.035516,0.044636,Cyclist,1,0.282113,0.282112,0.282112,0.282112,0.282111,0.282108
0.400000,73,Pedestrian,0.500000,0.083333,0.000144,0.003478,0.009955,0.059233,0.005262,0.000000,0.499532,0.003469,0.050000,0.273085,0.001210,1.081014,0.006485,0.082804,0.034531,0.041905,Pedestrian,1,0.010000,0.273087,0.001210,1.081024,0.006486,0.082819,0.034531,0.041906,Pedestrian,1,0.273088,0.273088,0.273088,0.273087,0.273087,0.273085
0.400000,74,Vehicle,0.562500,0.145833,0.000226,0.003752,0.013294,0.039953,0.004421,0.000000,0.499570,0.003447,0.050000,1.854446,1.568222,1.134353,0.010541,0.110594,0.028741,0.072015,Cyclist,0,0.010000,1.854492,1.568262,1.134380,0.010542,0.110604,0.028741,0.072016,Cyclist,0,1.854499,1.854491,1.854494,1.854492,1.854476,1.854446
0.500000,0,Cyclist,0.187500,0.270833,0.000112,0.002681,0.007585,0.026283,0.001865,0.000000,0.499424,0.004835,0.002500,1.528283,1.233759,1.173987,0.004110,0.063110,0.024528,0.089856,Cyclist,1,0.010000,1.528287,1.233763,1.173986,0.004110,0.063110,0.024528,0.089856,Cyclist,1,1.528285,1.528283,1.528291,1.528287,1.528290,1.528297
0.500000,1,Empty,0.375000,0.208333,0.000020,0.002650,0.003667,0.020869,0.001980,0.000000,0.499374,0.003628,0.000000,1.713953,1.448324,1.060643,0.001875,0.030508,0.029139,0.042981,Cyclist,0,0.010000,1.713968,1.448339,1.060641,0.001875,0.030506,0.029139,0.042981,Cyclist,0,1.713953,1.713958,1.713955,1.713968,1.713972,1.714002
0.500000,2,Empty,0.750000,0.062500,0.000038,0.002405,0.003097,0.039820,0.002908,0.000000,0.499358,0.002011,0.050000,0.256548,0.001059,1.019648,0.002311,0.025766,0.023278,0.024704,Empty,1,0.010000,0.256550,0.001059,1.019654,0.002311,0.025767,0.023278,0.024704,Empty,1,0.256550,0.256550,0.256550,0.256550,0.256549,0.256548
0.500000,3,Empty,0.437500,0.112500,0.000027,0.002733,0.003345,0.040830,0.002341,0.000000,0.499368,0.003191,0.000000,1.707322,1.445597,1.044521,0.002380,0.027832,0.018606,0.035282,Cyclist,0,0.010000,1.707325,1.445600,1.044522,0.002380,0.027832,0.018607,0.035282,Cyclist,0,1.707322,1.707335,1.707336,1.707325,1.707337,1.707351
0.500000,4,Empty,0.562500,0.087500,0.000057,0.002835,0.003997,0.049563,0.003806,0.000000,0.499383,0.002975,0.050000,0.261991,0.000938,1.041324,0.002886,0.033251,0.023316,0.031404,Empty,1,0.010000,0.261992,0.000938,1.041331,0.002886,0.033251,0.023316,0.031405,Empty,1,0.261993,0.261993,0.261993,0.261992,0.261992,0.261991
0.500000,5,Empty,0.375000,0.125000,0.000024,0.002759,0.003881,0.039452,0.003260,0.000000,0.499362,0.003635,0.005000,1.699541,1.436903,1.048007,0.002544,0.032290,0.024445,0.035686,Cyclist,0,0.010000,1.699545,1.436908,1.048007,0.002544,0.032290,0.024445,0.035686,Cyclist,0,1.699543,1.699543,1.699541,1.699545,1.699550,1.699576
0.500000,6,Cyclist,0.500000,0.100000,0.000160,0.003831,0.011099,0.062481,0.003564,0.000000,0.499498,0.003895,0.050000,1.549488,1.267075,1.120706,0.008947,0.092331,0.020850,0.074685,Pedestrian,0,0.010000,1.549520,1.267109,1.120695,0.008948,0.092341,0.020850,0.074686,Pedestrian,0,1.549529,1.549531,1.549525,1.549520,1.549513,1.549488
0.500000,7,Pedestrian,0.437500,0.140625,0.000196,0.004528,0.009903,0.056115,0.002894,0.000000,0.499549,0.004614,0.050000,0.285502,0.002611,1.124072,0.007491,0.082375,0.053470,0.055339,Pedestrian,1,0.010000,0.285503,0.002611,1.124075,0.007492,0.082387,0.053470,0.055340,Pedestrian,1,0.285504,0.285504,0.285503,0.285503,0.285503,0.285502
0.500000,8,Pedestrian,0.437500,0.140625,0.000123,0.003627,0.009492,0.048495,0.006889,0.000000,0.499354,0.004348,0.002500,1.581390,1.285485,1.177024,0.006598,0.078973,0.006780,0.631526,Cyclist,0,0.010000,1.581403,1.285498,1.177024,0.006597,0.078969,0.006780,0.631525,Cyclist,0,1.581398,1.581390,1.581400,1.581403,1.581410,1.581429
0.500000,9,Vehicle,0.437500,0.112500,0.000218,0.003314,0.014275,0.048375,0.003142,0.000000,0.499556,0.003652,0.050000,0.288348,0.005128,1.121887,0.010993,0.118744,0.030753,0.087098,Vehicle,1,0.010000,0.288356,0.005128,1.121917,0.010996,0.118762,0.030753,0.087098,Vehicle,1,0.288358,0.288357,0.288357,0.288356,0.288354,0.288348
0.500000,10,Cyclist,0.500000,0.125000,0.000304,0.003192,0.017913,0.040362,0.007903,0.000000,0.499240,0.004414,0.050000,0.416459,0.120868,1.159926,0.022435,0.149016,0.012564,0.891801,Cyclist,1,0.010000,0.416463,0.120868,1.159939,0.022438,0.149035,0.012565,0.891803,Cyclist,1,0.416463,0.416463,0.416463,0.416463,0.416461,0.416459
0.500000,11,Empty,0.687500,0.062500,0.000275,0.006559,0.018577,0.102671,0.010307,0.000000,0.499342,0.005703,0.050000,0.326210,0.026031,1.165892,0.034826,0.154552,0.010821,0.819742,Empty,1,0.010000,0.326214,0.026031,1.165902,0.034831,0.154559,0.010821,0.819744,Empty,1,0.326215,0.326215,0.326214,0.326214,0.326213,0.326210
0.500000,12,Vehicle,0.312500,0.171875,0.000203,0.003971,0.012241,0.053463,0.001380,0.000000,0.499514,0.004636,0.050000,0.297434,0.011537,1.133357,0.010230,0.101828,0.032461,0.101020,Vehicle,1,0.010000,0.297440,0.011537,1.133379,0.010233,0.101842,0.032461,0.101021,Vehicle,1,0.297442,0.297441,0.297441,0.297440,0.297439,0.297434
0.500000,13,Pedestrian,0.625000,0.093750,0.000144,0.003097,0.007171,0.038103,0.004807,0.000000,0.499566,0.002817,0.050000,0.265461,0.001206,1.052538,0.004480,0.059644,0.029627,0.030853,Pedestrian,1,0.010000,0.265466,0.001206,1.052556,0.004481,0.059659,0.029627,0.030853,Pedestrian,1,0.265467,0.265466,0.265466,0.265466,0.265464,0.265461
0.500000,14,Vehicle,0.375000,0.125000,0.000205,0.003952,0.014041,0.054374,0.003200,0.000000,0.499529,0.004305,0.050000,0.289975,0.002651,1.137849,0.011448,0.116799,0.053747,0.049133,Vehicle,1,0.010000,0.289984,0.002651,1.137882,0.011451,0.116817,0.053747,0.049132,Vehicle,1,0.289986,0.289985,0.289985,0.289984,0.289981,0.289975
0.500000,15,Empty,0.437500,0.140625,0.000193,0.002892,0.014027,0.036001,0.009577,0.000000,0.499354,0.004239,0.000000,1.814176,1.517719,1.175644,0.010185,0.116707,0.007537,0.643288,Cyclist,0,0.010000,1.814195,1.517738,1.175645,0.010184,0.116705,0.007537,0.643288,Cyclist,0,1.814176,1.814185,1.814187,1.814195,1.814214,1.814283
0.500000,16,Vehicle,0.375000,0.156250,0.000210,0.003897,0.009231,0.048385,0.004177,0.000000,0.499527,0.004334,0.050000,0.284336,0.002452,1.120175,0.007362,0.076793,0.026289,0.095956,Vehicle,1,0.010000,0.284341,0.002452,1.120192,0.007364,0.076801,0.026289,0.095957,Vehicle,1,0.284342,0.284342,0.284341,0.284341,0.284340,0.284336
0.500000,17,Vehicle,0.500000,0.166667,0.000178,0.004317,0.007820,0.038832,0.006877,0.000000,0.499533,0.004261,0.010000,0.286469,0.001337,1.134597,0.005929,0.065063,0.054106,0.045202,Vehicle,1,0.010000,0.286469,0.001337,1.134597,0.005929,0.065063,0.054106,0.045202,Vehicle,1,0.286469,0.286469,0.286469,0.286469,0.286469,0.286469
0.500000,18,Empty,0.437500,0.093750,0.000043,0.002720,0.003560,0.046041,0.003140,0.000000,0.499378,0.003254,0.010000,1.701602,1.442017,1.035749,0.002588,0.029619,0.021056,0.037649,Cyclist,0,0.010000,1.701602,1.442017,1.035749,0.002588,0.029619,0.021056,0.037649,Cyclist,0,1.701606,1.701612,1.701609,1.701602,1.701614,1.701627
0.500000,19,Cyclist,0.625000,0.075000,0.000166,0.003072,0.009711,0.049519,0.003219,0.000000,0.499478,0.003339,0.000000,0.277635,0.001497,1.095668,0.008883,0.080794,0.023435,0.071755,Cyclist,1,0.010000,0.277637,0.001497,1.095675,0.008883,0.080794,0.023435,0.071755,Cyclist,1,0.277635,0.277636,0.277636,0.277637,0.277638,0.277642
0.500000,20,Vehicle,0.562500,0.087500,0.000203,0.003413,0.012329,0.057933,0.004144,0.000000,0.499595,0.003153,0.050000,1.933171,1.645002,1.143463,0.009214,0.102544,0.028209,0.083158,Pedestrian,0,0.010000,1.933306,1.645125,1.143508,0.009216,0.102566,0.028209,0.083158,Pedestrian,0,1.933340,1.933332,1.933327,1.933306,1.933272,1.933171
0.500000,21,Empty,0.500000,0.125000,0.000045,0.002972,0.003455,0.042635,0.002616,0.000000,0.499371,0.003277,0.050000,1.705550,1.442863,1.048136,0.002612,0.028743,0.018297,0.048342,Cyclist,0,0.010000,1.705568,1.442880,1.048141,0.002612,0.028743,0.018297,0.048342,Cyclist,0,1.705572,1.705568,1.705575,1.705568,1.705565,1.705550
0.500000,22,Cyclist,0.375000,0.104167,0.000171,0.002866,0.013510,0.053285,0.004232,0.000000,0.499510,0.003946,0.050000,1.551478,1.263205,1.143552,0.009540,0.112389,0.030803,0.091676,Cyclist,1,0.010000,1.551514,1.263240,1.143552,0.009542,0.112404,0.030803,0.091676,Cyclist,1,1.551522,1.551518,1.551518,1.551514,1.551505,1.551478
0.500000,23,Empty,0.687500,0.078125,0.000036,0.002544,0.003285,0.035583,0.002795,0.000000,0.499362,0.002089,0.050000,0.259541,0.001007,1.031873,0.002264,0.027325,0.015867,0.029582,Empty,1,0.010000,0.259542,0.001007,1.031878,0.002264,0.027328,0.015867,0.029582,Empty,1,0.259542,0.259542,0.259543,0.259542,0.259542,0.259541
0.500000,24,Empty,0.687500,0.078125,0.000039,0.002730,0.003970,0.034971,0.003152,0.000000,0.499382,0.002412,0.050000,0.256161,0.001023,1.018201,0.002351,0.033028,0.017010,0.030403,Empty,1,0.010000,0.256161,0.001023,1.018204,0.002351,0.033029,0.017010,0.030404,Empty,1,0.256162,0.256162,0.256161,0.256161,0.256161,0.256161
0.500000,25,Cyclist,0.625000,0.125000,0.000149,0.004123,0.008493,0.067306,0.014833,0.000000,0.499384,0.004406,0.050000,4.864850,4.573575,1.156519,0.008581,0.070655,0.013487,0.589857,Vehicle,0,0.010000,4.864851,4.573575,1.156521,0.008582,0.070659,0.013487,0.589857,Vehicle,0,4.864851,4.864851,4.864851,4.864851,4.864851,4.864850
0.500000,26,Pedestrian,0.625000,0.093750,0.000142,0.003219,0.008167,0.054931,0.004260,0.000000,0.499555,0.002983,0.005000,1.427622,1.151893,1.096984,0.005933,0.067943,0.033383,0.029993,Pedestrian,1,0.010000,1.427623,1.151893,1.096984,0.005933,0.067945,0.033383,0.029993,Pedestrian,1,1.427624,1.427624,1.427622,1.427623,1.427631,1.427646
0.500000,27,Cyclist,0.812500,0.062500,0.000131,0.002539,0.008006,0.038441,0.003387,0.000000,0.499616,0.002056,0.050000,0.278866,0.001754,1.103629,0.004818,0.066606,0.014835,0.064017,Cyclist,1,0.010000,0.278871,0.001754,1.103650,0.004818,0.066606,0.014835,0.064017,Cyclist,1,0.278873,0.278873,0.278872,0.278871,0.278870,0.278866
0.500000,28,Cyclist,0.500000,0.083333,0.000160,0.003952,0.010808,0.077187,0.006274,0.000000,0.499518,0.003891,0.050000,0.374937,0.085943,1.147402,0.008576,0.089903,0.051360,0.043322,Cyclist,1,0.010000,0.374939,0.085943,1.147407,0.008578,0.089917,0.051361,0.043321,Cyclist,1,0.374940,0.374939,0.374939,0.374939,0.374939,0.374937
0.500000,29,Vehicle,0.562500,0.145833,0.000192,0.003467,0.009029,0.033009,0.003611,0.000000,0.499588,0.003175,0.050000,0.542786,0.265445,1.103490,0.005875,0.075108,0.036419,0.055031,Vehicle,1,0.010000,0.542791,0.265445,1.103508,0.005876,0.075118,0.036419,0.055031,Vehicle,1,0.542792,0.542792,0.542792,0.542791,0.542790,0.542786
0.500000,30,Empty,0.625000,0.075000,0.000041,0.002734,0.004091,0.047924,0.003461,0.000000,0.499350,0.003040,0.050000,0.256611,0.001037,1.019303,0.002990,0.034030,0.028075,0.030887,Empty,1,0.010000,0.256612,0.001037,1.019309,0.002991,0.034034,0.028075,0.030888,Empty,1,0.256613,0.256612,0.256612,0.256612,0.256611,0.256611
0.500000,31,Empty,0.312500,0.137500,0.000031,0.002520,0.004271,0.042255,0.003758,0.000000,0.499370,0.003866,0.050000,0.265812,0.001036,1.056453,0.002650,0.035534,0.020427,0.031501,Empty,1,0.010000,0.265813,0.001036,1.056457,0.002650,0.035535,0.020427,0.031501,Empty,1,0.265813,0.265813,0.265813,0.265813,0.265813,0.265812
0.500000,32,Empty,0.500000,0.166667,0.000037,0.002755,0.003308,0.030624,0.002958,0.000000,0.499370,0.003328,0.000000,1.699591,1.435839,1.052886,0.002121,0.027519,0.020742,0.037703,Cyclist,0,0.010000,1.699612,1.435860,1.052887,0.002121,0.027519,0.020742,0.037703,Cyclist,0,1.699591,1.699594,1.699597,1.699612,1.699628,1.699656
0.500000,33,Cyclist,0.375000,0.208333,0.000163,0.003510,0.008652,0.028925,0.002568,0.000000,0.499487,0.004292,0.050000,1.553501,1.262870,1.157721,0.004805,0.071978,0.017518,0.037809,Cyclist,1,0.010000,1.553534,1.262903,1.157722,0.004805,0.071981,0.017518,0.037809,Cyclist,1,1.553540,1.553544,1.553540,1.553534,1.553532,1.553501
0.500000,34,Vehicle,0.562500,0.109375,0.000206,0.003028,0.013444,0.043197,0.003110,0.000000,0.499579,0.002980,0.050000,1.882452,1.599146,1.121856,0.011369,0.111842,0.035031,0.051562,Cyclist,0,0.010000,1.882535,1.599217,1.121900,0.011372,0.111854,0.035032,0.051561,Cyclist,0,1.882560,1.882551,1.882542,1.882535,1.882514,1.882452
0.500000,35,Empty,0.437500,0.112500,0.000049,0.002822,0.003874,0.043861,0.002902,0.000000,0.499371,0.003570,0.050000,1.664512,1.403495,1.041313,0.002752,0.032226,0.035506,0.032880,Cyclist,0,0.010000,1.664527,1.403510,1.041316,0.002752,0.032233,0.035506,0.032881,Cyclist,0,1.664526,1.664522,1.664526,1.664527,1.664520,1.664512
0.500000,36,Empty,0.562500,0.109375,0.000022,0.002886,0.003221,0.036551,0.002929,0.000000,0.499370,0.002959,0.050000,0.258343,0.001029,1.026954,0.002303,0.026796,0.024763,0.033228,Empty,1,0.010000,0.258345,0.001029,1.026961,0.002303,0.026797,0.024763,0.033229,Empty,1,0.258345,0.258345,0.258345,0.258345,0.258344,0.258343
0.500000,37,Cyclist,0.625000,0.093750,0.000184,0.003229,0.008291,0.037080,0.002885,0.000000,0.499581,0.003182,0.050000,1.510356,1.229625,1.117214,0.005708,0.068977,0.135725,0.208512,Cyclist,1,0.010000,1.510393,1.229661,1.117218,0.005709,0.068982,0.135725,0.208512,Cyclist,1,1.510404,1.510395,1.510390,1.510393,1.510385,1.510356
0.500000,38,Empty,0.562500,0.072917,0.000047,0.002916,0.003414,0.050647,0.003535,0.000000,0.499377,0.002655,0.050000,1.710045,1.450962,1.033593,0.002740,0.028405,0.023461,0.035994,Pedestrian,0,0.010000,1.710074,1.450989,1.033597,0.002741,0.028405,0.023461,0.035995,Pedestrian,0,1.710082,1.710079,1.710079,1.710074,1.710071,1.710045
0.500000,39,Empty,0.625000,0.075000,0.000050,0.002747,0.003015,0.046919,0.003646,0.000000,0.499375,0.002393,0.050000,0.259533,0.000983,1.031713,0.002486,0.025085,0.027601,0.027598,Empty,1,0.010000,0.259534,0.000983,1.031719,0.002486,0.025083,0.027601,0.027599,Empty,1,0.259534,0.259534,0.259534,0.259534,0.259534,0.259533
0.500000,40,Vehicle,0.250000,0.187500,0.000180,0.003596,0.011177,0.042193,0.003434,0.000000,0.499473,0.004746,0.050000,1.849480,1.559350,1.152097,0.008422,0.092977,0.069741,0.029216,Cyclist,0,0.010000,1.849509,1.559376,1.152110,0.008424,0.092993,0.069741,0.029216,Cyclist,0,1.849514,1.849513,1.849505,1.849509,1.849498,1.849480
0.500000,41,Empty,0.562500,0.109375,0.000026,0.002724,0.003234,0.037588,0.002346,0.000000,0.499361,0.002840,0.050000,0.260126,0.001015,1.034220,0.002227,0.026908,0.018200,0.040990,Empty,1,0.010000,0.260128,0.001015,1.034227,0.002227,0.026908,0.018200,0.040990,Empty,1,0.260129,0.260129,0.260129,0.260128,0.260128,0.260126
0.500000,42,Vehicle,0.437500,0.112500,0.000186,0.003128,0.012123,0.045152,0.002364,0.000000,0.499521,0.003474,0.050000,1.838384,1.554927,1.124249,0.009579,0.100842,0.026596,0.055578,Cyclist,0,0.010000,1.838437,1.554971,1.124282,0.009583,0.100862,0.026596,0.055577,Cyclist,0,1.838442,1.838437,1.838428,1.838437,1.838424,1.838384
0.500000,43,Empty,0.437500,0.187500,0.000041,0.002705,0.003842,0.030643,0.002346,0.000000,0.499377,0.003558,0.010000,1.698479,1.433619,1.057233,0.002206,0.031962,0.014849,0.038222,Cyclist,0,0.010000,1.698479,1.433619,1.057233,0.002206,0.031962,0.014849,0.038222,Cyclist,0,1.698479,1.698484,1.698482,1.698479,1.698486,1.698506
0.500000,44,Vehicle,0.375000,0.125000,0.000184,0.003237,0.011248,0.041892,0.003946,0.000000,0.499515,0.003951,0.050000,1.886531,1.605813,1.115038,0.007837,0.093573,0.040892,0.047883,Cyclist,0,0.010000,1.886612,1.605888,1.115060,0.007837,0.093577,0.040892,0.047883,Cyclist,0,1.886636,1.886625,1.886624,1.886612,1.886601,1.886531
0.500000,45,Cyclist,0.375000,0.156250,0.000192,0.004131,0.010937,0.050452,0.005083,0.000000,0.499500,0.004538,0.050000,1.521815,1.235004,1.137554,0.009691,0.090976,0.040793,0.042462,Cyclist,1,0.010000,1.521855,1.235044,1.137551,0.009693,0.090992,0.040793,0.042462,Cyclist,1,1.521870,1.521862,1.521866,1.521855,1.521848,1.521815
0.500000,46,Cyclist,0.437500,0.112500,0.000132,0.003946,0.007372,0.058174,0.004463,0.000000,0.499477,0.004222,0.050000,1.547009,1.267590,1.112237,0.005440,0.061323,0.069340,0.092304,Cyclist,1,0.010000,1.547029,1.267610,1.112234,0.005441,0.061333,0.069340,0.092304,Cyclist,1,1.547042,1.547034,1.547034,1.547029,1.547030,1.547009
0.500000,47,Pedestrian,0.312500,0.171875,0.000133,0.003213,0.008563,0.038191,0.003863,0.000000,0.499457,0.004402,0.002500,1.474975,1.181630,1.167840,0.005542,0.071238,0.023897,0.028416,Pedestrian,1,0.010000,1.474979,1.181633,1.167839,0.005542,0.071242,0.023897,0.028416,Pedestrian,1,1.474976,1.474975,1.474977,1.474979,1.474979,1.474987
0.500000,48,Empty,0.375000,0.104167,0.000162,0.005365,0.009821,0.058459,0.004993,0.000000,0.499379,0.006170,0.000000,1.764684,1.473055,1.156890,0.009624,0.081711,0.007618,0.665098,Cyclist,0,0.010000,1.764695,1.473068,1.156885,0.009623,0.081701,0.007619,0.665098,Cyclist,0,1.764684,1.764690,1.764688,1.764695,1.764710,1.764746
0.500000,49,Vehicle,0.500000,0.125000,0.000166,0.003972,0.009659,0.049317,0.005737,0.000000,0.499528,0.003863,0.050000,1.870423,1.581088,1.150496,0.006844,0.080355,0.055573,0.050239,Cyclist,0,0.010000,1.870459,1.581120,1.150512,0.006845,0.080359,0.055573,0.050239,Cyclist,0,1.870464,1.870459,1.870462,1.870459,1.870451,1.870423
0.500000,50,Empty,0.500000,0.125000,0.000029,0.002741,0.003993,0.034613,0.002881,0.000000,0.499373,0.003289,0.050000,0.260638,0.000999,1.036130,0.002427,0.033222,0.020191,0.039397,Empty,1,0.010000,0.260639,0.000999,1.036135,0.002427,0.033223,0.020191,0.039398,Empty,1,0.260640,0.260639,0.260639,0.260639,0.260639,0.260638
0.500000,51,Vehicle,0.500000,0.125000,0.000230,0.003420,0.012368,0.042464,0.004981,0.000000,0.499593,0.003542,0.050000,1.894746,1.607879,1.138533,0.008935,0.102884,0.037556,0.093899,Cyclist,0,0.010000,1.894780,1.607909,1.138550,0.008936,0.102895,0.037556,0.093899,Cyclist,0,1.894788,1.894787,1.894793,1.894780,1.894775,1.894746
0.500000,52,Pedestrian,0.562500,0.145833,0.000158,0.003434,0.008473,0.038247,0.003574,0.000000,0.499562,0.003125,0.050000,0.283089,0.003481,1.112983,0.005447,0.070486,0.030191,0.028917,Pedestrian,1,0.010000,0.283091,0.003481,1.112991,0.005448,0.070498,0.030190,0.028917,Pedestrian,1,0.283091,0.283091,0.283091,0.283091,0.283090,0.283089
0.500000,53,Vehicle,0.437500,0.140625,0.000191,0.003333,0.010239,0.037446,0.002807,0.000000,0.499528,0.003804,0.050000,1.832639,1.550685,1.120210,0.007606,0.085172,0.024191,0.054340,Cyclist,0,0.010000,1.832779,1.550817,1.120239,0.007608,0.085188,0.024192,0.054340,Cyclist,0,1.832813,1.832800,1.832795,1.832779,1.832746,1.832639
0.500000,54,Empty,0.312500,0.171875,0.000030,0.002561,0.004495,0.033473,0.002137,0.000000,0.499368,0.004144,0.005000,1.699075,1.434104,1.057386,0.002499,0.037397,0.027836,0.047781,Cyclist,0,0.010000,1.699077,1.434106,1.057385,0.002499,0.037397,0.027836,0.047781,Cyclist,0,1.699077,1.699076,1.699075,1.699077,1.699089,1.699091
0.500000,55,Cyclist,0.375000,0.125000,0.000165,0.002740,0.011220,0.043100,0.003226,0.000000,0.499501,0.003890,0.050000,0.288320,0.003795,1.130686,0.007413,0.093334,0.048923,0.023338,Cyclist,1,0.010000,0.288322,0.003795,1.130690,0.007415,0.093351,0.048923,0.023338,Cyclist,1,0.288322,0.288322,0.288322,0.288322,0.288321,0.288320
0.500000,56,Vehicle,0.437500,0.140625,0.000176,0.003727,0.009609,0.037920,0.002312,0.000000,0.499516,0.003873,0.050000,1.859227,1.572421,1.141487,0.005735,0.079930,0.269600,0.442866,Cyclist,0,0.010000,1.859271,1.572460,1.141507,0.005737,0.079944,0.269599,0.442866,Cyclist,0,1.859281,1.859279,1.859277,1.859271,1.859260,1.859227
0.500000,57,Cyclist,0.812500,0.062500,0.000160,0.002785,0.009786,0.049864,0.004231,0.000000,0.499660,0.002159,0.050000,0.283622,0.000823,1.122041,0.009156,0.081408,0.021791,0.071508,Cyclist,1,0.010000,0.283625,0.000823,1.122049,0.009158,0.081420,0.021791,0.071508,Cyclist,1,0.283625,0.283625,0.283625,0.283625,0.283624,0.283622
0.500000,58,Pedestrian,0.687500,0.078125,0.000138,0.002956,0.007584,0.043389,0.005748,0.000000,0.499591,0.002375,0.050000,0.264170,0.001143,1.047156,0.004953,0.063085,0.009876,0.026533,Pedestrian,1,0.010000,0.264173,0.001143,1.047167,0.004954,0.063096,0.009875,0.026533,Pedestrian,1,0.264173,0.264174,0.264173,0.264173,0.264173,0.264170
